Index,Subject,Course Number,Title,Section,CRN,Instructor,A,A-,A+,AU,B,B-,B+,C,C-,C+,D,D-,D+,E,F,I,N,P,PI,S,SI,U,W,WF,Course
403,HK,36800,Exercise Physiology I,6,32197,Kargl| Christopher,0.39,0.15,0,0,0.15,0.08,0.08,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HK 36800
404,HK,36800,Exercise Physiology I,7,32330,Ro| Bohyun,0.27,0.09,0.18,0,0.09,0,0.09,0,0.18,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HK 36800
405,HK,46500,Research Methods,1,22428,Klenosky| David B.,0.36,0.24,0,0,0.12,0.04,0.2,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HK 46500
406,HONR,19900,Intro To Research,1,12200,Ware| Jason A.,0.92,0.04,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,HONR 19900
407,HONR,19900,Intro To Research,8,32850,Macgiollabhui| Muiris,0.92,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,HONR 19900
408,HONR,19900,Intro To Research,H08,29800,Ware| Jason A.,0.8,0.07,0,0,0,0.01,0.02,0,0,0,0.02,0,0,0,0.04,0.03,0,0,0,0,0,0,0,0,HONR 19900
409,HONR,19900,The Next Great Idea,6,28925,Vanaik| Anish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,HONR 19900
410,HONR,19903,Interdisc Approach To Writing,1,11674,Moore| Jonathan P.,0.75,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,HONR 19903
411,HONR,29900,Exploring Place,1,13332,Swanson| Nathan W.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HONR 29900
412,HONR,29900,Summer Mentorship,3,31743,Watkins| Adam E.,0.68,0.08,0.08,0,0.08,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HONR 29900
413,HONR,39900,Happiness,2,32075,Kovich| Melissa K.,0.17,0,0.71,0,0,0,0.04,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.04,0,HONR 39900
414,HORT,30600,Hist Of Horticulture,Y01,12110,Nzaranyimana| Theoneste,0.12,0.17,0.55,0,0.02,0,0.05,0.02,0,0.02,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,HORT 30600
415,HSCI,20100,Public Health Science,1,24010,Wilson| Mark D.,0.08,0.21,0.54,0,0.03,0,0.05,0.03,0.03,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.03,0,HSCI 20100
416,HTM,14100,Fin Acctg Service Ind,1,29170,Leitch| Stephen R.,0,0.07,0,0,0.31,0.35,0.07,0.03,0.07,0.03,0.03,0,0,0,0.03,0,0,0,0,0,0,0,0,0,HTM 14100
417,HTM,16200,Intro To Event & Meet Planning,1,11331,Jung| Shinyong,0.53,0.24,0,0,0,0,0.06,0,0,0.06,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,HTM 16200
418,HTM,20200,Hospitality&Tourism Work Expr,1,10073,Chen| Jun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0.08,0,0,0,0,0,HTM 20200
419,HTM,30200,Hosp & Tour Ind Intern,1,12167,Chen| Jun,0.88,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.02,0.09,0,0,0,0,0,0,0,0,HTM 30200
420,HTM,31100,Procuremt Mgt Foodserv,1,21976,Byrd| Karen S.,0.17,0,0,0,0.17,0,0.06,0.28,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,HTM 31100
421,IE,34300,Engineering Economics,1,32076,Rahman| Md Mahmudur,0.15,0.31,0.02,0,0.12,0.12,0.09,0.05,0.02,0.02,0.02,0.05,0,0,0.03,0,0,0,0,0,0,0,0.02,0,IE 34300
422,IE,39699,Prof Practice Internship,1,21122,Brunese| Patrick A.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,IE 39699
423,IE,56600,Product Mgt Control,OL1,31659,Fong| Nga Hin B.,0.1,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.02,0,IE 56600
424,IE,69600,Grad Prof Practice,4,20976,Brunese| Patrick A.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,IE 69600
425,IET,21400,Intro Supply Chain Mgmt Tech,1,28844,Nanda| Gaurav,0.31,0.13,0.06,0,0.13,0.13,0.13,0,0,0,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,IET 21400
426,IET,31600,Statistical Quality Control,1,31722,Stephens| Matthew P.,0.09,0,0,0,0.09,0,0,0.18,0,0,0.27,0,0,0,0.36,0,0,0,0,0,0,0,0,0,IET 31600
427,IET,33400,Economics Analysis - Tech Sys,11,31723,Sutton| Mathias J.,0.21,0.08,0.17,0,0.04,0.08,0.08,0.08,0.04,0.08,0,0,0.04,0,0.04,0,0,0,0,0,0,0,0.04,0,IET 33400
428,JPNS,10100,Japanese Level I,5,13344,Baydar| Samet,0.09,0,0.46,0,0,0,0.18,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0.18,0,JPNS 10100
429,JPNS,10100,Japanese Level I,6,14433,Yamamoto| Mai,0.08,0,0.67,0,0,0,0.08,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.08,0,JPNS 10100
430,JPNS,10100,Japanese Level I,7,32450,Lutz| Asami,0.46,0.09,0,0,0,0.09,0.09,0.09,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,JPNS 10100
431,KOR,10100,Korean Level I,1,29726,Kim| Huai-Rhin,0.64,0,0,0,0.09,0.09,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0.09,0,KOR 10100
432,LA,10600,Accelerated Foundations Studio,4,12254,Barbarash| David M.,0.18,0.46,0,0,0,0.18,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA 10600
433,LING,20100,Intro To Linguistics,2,32025,Seo| Yuhyeon,0.32,0.05,0.21,0,0.11,0.05,0,0.16,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LING 20100
434,MA,13900,Math For Elm Tchrs III,1,10302,Max| Brooke M.,0.04,0,0,0,0.46,0,0,0.35,0,0,0.12,0,0,0,0.04,0,0,0,0,0,0,0,0,0,MA 13900
435,MA,15300,College Algebra,Y01,12381,Devlin| Patrick M.,0.06,0,0.06,0,0.06,0,0.04,0.04,0.04,0.04,0.04,0,0.02,0,0.32,0,0,0,0,0,0,0,0.26,0,MA 15300
436,MA,15800,Precalculus- Functions & Trig,1,13259,Devlin| Patrick M.,0.04,0.11,0.15,0,0.11,0.04,0.07,0.15,0,0.07,0,0,0,0,0.22,0,0,0,0,0,0,0,0.04,0,MA 15800
437,MA,15800,Precalculus- Functions & Trig,BOP,24255,Delworth| Timothy J.,0.42,0.04,0.19,0,0.27,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,MA 15800
438,MA,15800,Precalculus- Functions & Trig,DIS,10012,Norris| David M.,0.16,0,0.02,0,0.24,0.09,0.04,0.04,0.16,0.13,0.04,0,0,0,0.04,0,0,0,0,0,0,0,0.02,0,MA 15800
439,MA,16010,Applied Calculus I,1,28853,Cuadra| Alexandra,0.13,0,0,0,0.13,0.13,0.06,0.13,0.13,0.19,0,0,0,0,0.06,0,0,0,0,0,0,0,0.06,0,MA 16010
440,MA,16010,Applied Calculus I,DIS,10013,Delworth| Timothy J.,0.14,0.03,0.04,0,0.14,0.06,0.09,0.14,0.05,0.06,0.09,0.05,0.03,0,0.04,0,0,0,0,0,0,0,0.05,0,MA 16010
441,MA,16020,Applied Calculus II,DIS,10023,Davis| Owen K.,0.19,0.01,0.09,0,0.19,0.01,0,0.28,0.03,0.01,0.01,0,0.01,0,0.04,0,0,0,0,0,0,0,0.12,0,MA 16020
442,MA,16100,Pl Anly Geo Calc I,203,30279,Bhaskara| Rashmi,0.08,0.06,0.08,0,0.18,0.14,0.1,0.08,0.04,0.08,0.04,0,0,0,0.06,0,0,0,0,0,0,0,0.04,0,MA 16100
443,MA,16100,Pl Anly Geo Calc I,204,32472,Srinivasan| Vittal,0.07,0.07,0.04,0,0.13,0.09,0.11,0.13,0.11,0.11,0.04,0,0.07,0,0,0,0,0,0,0,0,0,0.02,0,MA 16100
444,MA,16200,Pl Anly Geo Calc II,401,29143,Hughes| Victor G.,0.13,0.07,0.07,0,0.07,0.07,0.07,0.13,0.13,0.07,0.07,0,0,0,0.13,0,0,0,0,0,0,0,0,0,MA 16200
445,MA,16200,Pl Anly Geo Calc II,502,30281,Nolan| Cian F.,0.17,0.11,0.11,0,0.09,0.13,0.11,0.13,0,0.02,0,0,0.04,0,0.09,0,0,0,0,0,0,0,0,0,MA 16200
446,MA,16200,Pl Anly Geo Calc II,503,31182,Polak| Raymond L.,0.09,0.09,0.07,0,0.17,0.04,0.13,0.11,0.04,0.09,0.11,0,0.02,0,0.04,0,0,0,0,0,0,0,0,0,MA 16200
447,MA,16200,Pl Anly Geo Calc II,504,31183,Srinivasan| Abishek,0.11,0.16,0.11,0,0.18,0.11,0.18,0.02,0.04,0.02,0.04,0,0.02,0,0,0,0,0,0,0,0,0,0,0,MA 16200
448,MA,16200,Pl Anly Geo Calc II,505,32470,Liu| Zekun,0.04,0.04,0.04,0,0.24,0.11,0.11,0.13,0.11,0.07,0.02,0,0.02,0,0.04,0,0,0,0,0,0,0,0,0,MA 16200
449,MA,16200,Pl Anly Geo Calc II,506,32471,Mandokhot| Anjali,0.11,0.09,0.07,0,0.2,0.07,0.22,0.02,0.02,0.04,0.13,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0,MA 16200
450,MA,19000,Precalculus Skills Development,1,32544,McKee| Ricki L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.96,0,0,0,0,0,0,MA 19000
451,MA,19000,Precalculus Skills Development,2,32546,McKee| Ricki L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.9,0,0,0,0,0.02,0,MA 19000
452,MA,26100,Multivariate Calculus,600,29126,Knight| Joseph,0.07,0,0,0,0.07,0.21,0.07,0.07,0.07,0.07,0.07,0,0.07,0,0.14,0,0,0,0,0,0,0,0.07,0,MA 26100
453,MA,26100,Multivariate Calculus,800,29125,Haug| John A.,0.07,0,0.14,0,0.14,0.14,0.07,0.07,0.07,0.07,0,0,0.07,0,0.07,0,0,0,0,0,0,0,0.07,0,MA 26100
454,MA,26100,Multivariate Calculus,900,29133,Hardwick| Gareth C.,0.1,0.07,0.02,0,0.2,0.1,0.12,0.1,0.05,0.15,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0.05,0,MA 26100
455,MA,26100,Multivariate Calculus,901,31185,Gismondi| Nicholas D.,0.18,0.08,0.13,0,0.05,0.05,0.08,0.1,0.05,0.1,0.05,0,0.05,0,0.1,0,0,0,0,0,0,0,0,0,MA 26100
456,MA,26100,Multivariate Calculus,902,31186,Liu| Yiran,0.17,0.12,0.1,0,0.14,0.05,0.19,0.12,0.02,0,0.07,0,0,0,0.02,0,0,0,0,0,0,0,0,0,MA 26100
457,MA,26100,Multivariate Calculus,903,31187,Liu| Yiran,0.08,0.18,0.2,0,0.13,0.03,0.08,0.05,0.05,0.08,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0,MA 26100
458,MA,26100,Multivariate Calculus,904,31188,Hosseinijafari| Farid,0.18,0.13,0.13,0,0.11,0.05,0.13,0.11,0.03,0.05,0.05,0,0.03,0,0,0,0,0,0,0,0,0,0,0,MA 26100
459,MA,26100,Multivariate Calculus,905,31189,Kavouras| Andreas A.,0,0.08,0.16,0,0,0.24,0.22,0.16,0.03,0.03,0.03,0,0.03,0,0.03,0,0,0,0,0,0,0,0,0,MA 26100
460,MA,26100,Multivariate Calculus,906,31190,Tarasova| Yevgeniya V.,0.05,0.05,0.05,0,0.15,0.13,0.13,0.08,0.05,0.13,0.1,0,0.03,0,0.03,0,0,0,0,0,0,0,0.03,0,MA 26100
461,MA,26100,Multivariate Calculus,907,31191,Selk| Zachary A.,0.05,0.1,0.13,0,0.15,0.03,0.08,0.15,0.03,0.05,0.08,0,0,0,0.15,0,0,0,0,0,0,0,0.03,0,MA 26100
462,MA,26100,Multivariate Calculus,908,31192,Lancette| Steven R.,0.1,0.05,0.07,0,0.12,0.07,0.07,0.1,0.15,0.1,0.07,0,0.02,0,0.02,0,0,0,0,0,0,0,0.05,0,MA 26100
463,MA,26100,Multivariate Calculus,909,31193,Lancette| Steven R.,0.03,0.08,0.03,0,0.2,0,0.05,0.15,0.1,0.15,0.1,0,0.03,0,0.05,0,0,0,0,0,0,0,0.05,0,MA 26100
464,MA,26200,Lin Alg Diff Equats,1,17394,Berardi| Maria,0.06,0.06,0.06,0,0.24,0.12,0.12,0.06,0.12,0,0.12,0,0.06,0,0,0,0,0,0,0,0,0,0,0,MA 26200
465,MA,26500,Linear Algebra,100,29147,Xu| Ping,0.04,0,0.12,0,0.12,0.04,0.15,0.08,0.04,0.15,0.12,0,0.04,0,0.12,0,0,0,0,0,0,0,0,0,MA 26500
466,MA,26500,Linear Algebra,951,27976,Xu| Ping,0.08,0.16,0.02,0,0.14,0.14,0.14,0.08,0.02,0.14,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,MA 26500
467,MA,26500,Linear Algebra,952,25619,Xu| Ping,0.18,0.02,0,0,0.14,0.06,0.16,0.04,0.02,0.26,0.04,0,0.06,0,0,0,0,0,0,0,0,0,0.02,0,MA 26500
468,MA,26500,Linear Algebra,953,12560,Xu| Ping,0.1,0.06,0.16,0,0.18,0.1,0.08,0.02,0,0.22,0.04,0,0.02,0,0,0,0,0,0,0,0,0,0.02,0,MA 26500
469,MA,26500,Linear Algebra,954,13334,Xu| Ping,0.14,0.06,0.08,0,0.12,0.08,0.12,0.04,0.02,0.29,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,MA 26500
470,MA,26600,Ordinary Differ Equatn,500,29149,Zhang| Ying,0.04,0,0.13,0,0.22,0.13,0.09,0.09,0.09,0.09,0.04,0,0,0,0.09,0,0,0,0,0,0,0,0,0,MA 26600
471,MA,26600,Ordinary Differ Equatn,961,10034,Zhang| Ying,0.16,0.07,0.02,0,0.04,0,0.09,0.11,0,0.16,0.07,0,0.07,0,0.16,0,0,0,0,0,0,0,0.07,0,MA 26600
472,MA,26600,Ordinary Differ Equatn,962,27977,Zhang| Ying,0.13,0.06,0.09,0,0.02,0.09,0.13,0.11,0.09,0.04,0,0,0.06,0,0.15,0,0,0,0,0,0,0,0.04,0,MA 26600
473,MA,26600,Ordinary Differ Equatn,963,12561,Zhang| Ying,0.17,0.07,0.09,0,0.09,0.07,0.09,0.04,0.11,0.04,0.07,0.04,0,0,0.11,0,0,0,0,0,0,0,0.02,0,MA 26600
474,MA,26600,Ordinary Differ Equatn,964,13335,Zhang| Ying,0.13,0.07,0.04,0,0.09,0.15,0.07,0.09,0.02,0.04,0.02,0.02,0.07,0,0.15,0,0,0,0,0,0,0,0.04,0,MA 26600
475,MA,30300,Diff Equa Inc Systems,1,29151,Kadattur Vasudevan| Shuddhodan,0.09,0.09,0.18,0,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,MA 30300
476,MA,30300,Diff Equa Inc Systems,931,24807,Kadattur Vasudevan| Shuddhodan,0.14,0.11,0.19,0,0.08,0.11,0.11,0,0.11,0.08,0.03,0,0,0,0,0,0,0,0,0,0,0,0.03,0,MA 30300
477,MA,30300,Diff Equa Inc Systems,932,10078,Kadattur Vasudevan| Shuddhodan,0.14,0.05,0.19,0,0.03,0.05,0.27,0.03,0.03,0.11,0.05,0,0,0,0.03,0,0,0,0,0,0,0,0.03,0,MA 30300
478,MA,30300,Diff Equa Inc Systems,933,14499,Kadattur Vasudevan| Shuddhodan,0.16,0.03,0.22,0,0.06,0.13,0.09,0.03,0,0.13,0.09,0,0.03,0,0.03,0,0,0,0,0,0,0,0,0,MA 30300
479,MA,30300,Diff Equa Inc Systems,934,12681,Kadattur Vasudevan| Shuddhodan,0.14,0.14,0.08,0,0.06,0.08,0.17,0.06,0,0.14,0,0,0.08,0,0.03,0,0,0,0,0,0,0,0.03,0,MA 30300
480,MA,34100,Foundations Analysis,1,10371,Glubokov| Andrey,0.13,0.19,0.19,0,0,0.13,0,0,0.06,0.06,0,0.06,0.06,0,0,0,0,0,0,0,0,0,0.13,0,MA 34100
481,MA,35100,Elem Linear Algebra,2,30244,Yhee| Farrah C.,0.05,0.05,0.11,0,0.14,0.13,0.13,0.04,0.04,0.11,0.02,0,0.02,0,0.04,0,0,0,0,0,0,0,0.14,0,MA 35100
482,MA,41600,Probability,1,23686,Noack| Christian J.,0.08,0.08,0.08,0.08,0.23,0.15,0,0.15,0,0,0,0,0.08,0,0.08,0,0,0,0,0,0,0,0,0,MA 41600
483,MA,41600,Probability,2,30245,Noack| Christian J.,0,0.1,0.1,0,0.1,0.15,0.25,0.05,0,0.05,0.05,0,0,0,0.15,0,0,0,0,0,0,0,0,0,MA 41600
484,MA,51100,Linear Algebra Appl,OL1,29153,Hao| Zhaopeng,0.08,0.2,0.22,0,0.12,0.16,0.1,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,MA 51100
485,MA,51100,Linear Algebra Appl,WNG,10829,Hao| Zhaopeng,0.34,0.11,0.25,0,0.11,0.04,0.13,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MA 51100
486,MA,52700,Adv Math Engr Phys I,OL1,29154,Park| Moongyu,0.23,0.15,0.2,0,0.08,0.05,0.13,0.05,0.03,0.05,0,0.03,0,0,0,0,0,0,0,0,0,0,0.03,0,MA 52700
487,MA,52700,Adv Math Engr Phys I,WNG,12418,Park| Moongyu,0.23,0.07,0.43,0.02,0.07,0.07,0.09,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MA 52700
488,MA,59800,Complex Analysis,530,27848,Daniels| Taylor S.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MA 59800
489,MCMP,42200,Immunology,1,12728,Hazbun| Tony R.,0.61,0,0,0,0.11,0,0.17,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,MCMP 42200
490,ME,20000,Thermodynamics I,1,12266,Naik| Sameer V.,0.58,0.08,0.08,0,0,0.08,0,0,0.08,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,ME 20000
491,ME,20000,Thermodynamics I,2,32026,Naik| Sameer V.,0.17,0.09,0.03,0,0.08,0.09,0.1,0.09,0.03,0.07,0.03,0.07,0.01,0,0.09,0.01,0,0,0,0,0,0,0.04,0,ME 20000
492,ME,27000,Basic Mechanics I,Y01,24390,Jones| James D.,0.13,0.08,0.03,0,0.05,0.13,0.1,0.07,0.12,0.08,0.07,0.05,0.02,0,0.03,0.02,0,0,0,0,0,0,0.03,0,ME 27000
493,ME,27400,Basic Mechanics II,1,12268,Krousgrill| Charles M.,0.2,0,0,0,0.2,0.2,0.13,0.07,0.07,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ME 27400
494,ME,27400,Basic Mechanics II,2,31432,Krousgrill| Charles M.,0.05,0.05,0.03,0,0.17,0.12,0.03,0.12,0.07,0.1,0.03,0,0.09,0,0.09,0,0,0,0,0,0,0,0.05,0,ME 27400
495,ME,29199,Prof Practice Extensive I,1,20729,King| Julia D.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ME 29199
496,ME,29299,Prof Practice Extensive II,1,20730,King| Julia D.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ME 29299
497,ME,30800,Fluid Mechanics,2,31433,Chen| Jun,0.13,0.27,0.27,0,0,0.2,0.07,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,ME 30800
498,ME,32300,Mechanics Of Material,2,31434,Hess| Beth J.,0.09,0.09,0.04,0.13,0.13,0.04,0.22,0.04,0,0.04,0,0,0.04,0,0.09,0,0,0,0,0,0,0,0.04,0,ME 32300
499,ME,35400,Machine Design,2,31435,Hess| Beth J.,0,0.11,0.05,0,0.19,0.11,0.11,0.19,0.08,0.11,0,0,0,0,0.03,0,0,0,0,0,0,0,0.03,0,ME 35400
500,ME,36500,Measure Control Systems I,4,25662,Lillian| Todd D.,0.08,0.08,0.17,0.08,0.08,0.08,0.17,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ME 36500
501,ME,39399,Prof Practice Extensive III,1,20731,King| Julia D.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ME 39399
502,ME,39699,Prof Practice Internship,1,25634,King| Julia D.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ME 39699
503,ME,46300,Engineering Design,1,12281,Jensen| Charles G.,0.26,0.17,0,0,0.26,0.04,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ME 46300
504,ME,53900,Intro Scientific Machine Learn,OL1,31439,Bilionis| Ilias,0.69,0.02,0.11,0.06,0,0.02,0.02,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.06,0,ME 53900
505,ME,69900,Research PhD Thesis,133,28607,Ardekani| Arezoo M.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ME 69900
506,ME,69900,Research PhD Thesis,137,28611,Meyer| Terrence R.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ME 69900
507,ME,69900,Research PhD Thesis,166,13403,Mukherjee| Partha P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ME 69900
508,MGMT,19000,Empowering Women In Bus,1,30064,Putman| Cara C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.98,0,0,0,0,0,0,MGMT 19000
509,MGMT,19000,Empowering Women In Bus,2,31781,Putman| Cara C.,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.95,0,0,0,0,0,0,MGMT 19000
510,MGMT,20000,Intro Accounting,2,29252,Koharki| Kevin J.,0.06,0.33,0,0,0,0.17,0,0.11,0.06,0.11,0,0.06,0,0,0.11,0,0,0,0,0,0,0,0,0,MGMT 20000
511,MGMT,20000,Intro Accounting,3,32027,Maienbrook| Terra D.,0.26,0.11,0,0,0.12,0.13,0.08,0.07,0.04,0.09,0.01,0,0.03,0,0.04,0,0,0,0,0,0,0,0.02,0,MGMT 20000
512,MGMT,20000,Intro Accounting,4,32028,Koharki| Kevin J.,0.16,0.26,0.06,0,0.13,0.06,0.11,0.04,0.04,0.02,0,0,0,0,0.04,0,0,0,0,0,0,0,0.11,0,MGMT 20000
513,MGMT,20100,Mgmt Accounting I,Y01,10942,Sorensen| R S.,0.18,0.11,0.05,0,0.11,0.07,0.19,0.11,0.01,0.1,0.01,0,0.01,0,0.02,0,0,0,0,0,0,0,0.03,0.01,MGMT 20100
514,MGMT,21200,Business Accounting,Y01,10072,Conroy| Paula J.,0.22,0.22,0.11,0,0.05,0.14,0.08,0.08,0,0.03,0,0,0,0,0.05,0,0,0,0,0,0,0,0.03,0,MGMT 21200
515,MGMT,25400,Legal Found Business,Y01,10140,Fisher| Clifford D.,0.05,0.2,0.01,0,0.09,0.12,0.08,0.12,0.07,0.19,0,0,0,0,0.01,0,0,0,0,0,0,0,0.05,0,MGMT 25400
516,MGMT,29050,Professional Internship,1,10948,Paul| Noel S.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0.06,0,0.06,0,MGMT 29050
517,MGMT,30400,Intro To Financial Management,Y01,10949,D'Almeida| Fabricio R.,0.15,0.16,0,0,0.08,0.12,0.21,0.08,0.08,0.05,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0.03,0,MGMT 30400
518,MGMT,30500,Business Statistics,1,32077,Evans| Gary W.,0.04,0.04,0,0,0.2,0.08,0.12,0.24,0.12,0.08,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,MGMT 30500
519,MGMT,30500,Business Statistics,Y01,10951,Evans| Gary W.,0.09,0.11,0.05,0,0.11,0.16,0.07,0.16,0.11,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0,MGMT 30500
520,MGMT,31000,Financial Mgmt,Y01,10954,D'Almeida| Fabricio R.,0.15,0.17,0,0,0.13,0.08,0.29,0.04,0.08,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,MGMT 31000
521,MGMT,32300,Principles Of Marketing,1,32239,Downey| Laura A.,0.32,0,0,0,0.39,0,0,0.14,0,0,0.09,0,0,0,0.07,0,0,0,0,0,0,0,0,0,MGMT 32300
522,MGMT,35000,Intermediate Acctg I,Y01,10945,Janes| Troy D.,0.14,0.14,0.09,0,0.32,0.05,0.09,0.09,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0,MGMT 35000
523,MGMT,35100,Intermediate Acctg II,Y01,10947,Kregar| Michael,0.14,0.57,0.05,0,0.14,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MGMT 35100
524,MGMT,35200,Strategic Management,Y01,10014,Burr| John F.,0.04,0.16,0,0,0.29,0.04,0.14,0.06,0,0.1,0,0,0.04,0,0.04,0,0,0,0,0,0,0,0.08,0,MGMT 35200
525,MGMT,36100,Operations Management,1,10963,Li| Jianing,0.19,0.06,0,0,0.27,0.14,0.13,0.06,0.05,0.03,0.02,0.03,0,0,0,0,0,0,0,0,0,0,0.03,0,MGMT 36100
526,MGMT,38200,Mgmt & Informatn Systm,Y01,10964,Wei| Zaiyan,0.14,0.13,0.07,0,0.21,0.21,0.09,0.01,0.03,0.06,0,0.01,0.01,0,0.03,0,0,0,0,0,0,0,0,0,MGMT 38200
527,MGMT,39000,Intro To Mgmt Computng  BOP,BOP,10977,Henry| Darren L.,0.42,0.19,0.15,0,0.08,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,MGMT 39000
528,MGMT,39200,Optimize Pers Brand & Img,1,31847,Boquist| Alexander W.,0.4,0.28,0,0,0.16,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MGMT 39200
529,MGMT,41100,Investments Management,1,31831,Liu| Yan,0.13,0.07,0.23,0,0.03,0.07,0.13,0.07,0.1,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0.1,0,MGMT 41100
530,MGMT,41150,Futures And Options,1,31289,Liu| Yan,0.13,0.13,0.1,0,0.13,0.08,0.18,0.1,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,MGMT 41150
531,MGMT,44301,Management Of Human Resources,Y01,10966,Chupp| Brian K.,0.25,0.08,0.04,0,0.17,0.08,0.13,0.04,0,0.13,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,MGMT 44301
532,MGMT,44362,Leadership & Org Change,Y01,29729,Williams| Henry E.,0.58,0.17,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MGMT 44362
